  -2.9206773291925E+01   6.4829665066341E-02   1.9292576760624E+00   2.3439343759562E+06   2.2303975779567E+06   2.2303975779567E+05   9.5080678391508E+02  -3.1413363459162E+00  -2.3561944901921E+00
  -2.6064987993324E+01   3.6005022233930E-02   6.2493105139906E+00   7.5888406590140E+06   8.9340175357044E+05   8.9340175357044E+04   5.5380061085350E+03  -3.1407892698506E+00  -2.3561944901923E+00
  -2.5928159683707E+01   3.3353343627518E-02   7.2803602050093E+00   8.8398920128361E+06   5.1951147788186E+05   5.1951147788186E+04   6.9618075445887E+03  -3.1415343945211E+00  -2.3561944901913E+00
  -2.4560104612861E+01   2.9049844944176E-02   9.6048771558269E+00   1.1652423402144E+07   2.2491346541506E+06   2.2491346541506E+05   1.0544711417009E+04   3.1397000232272E+00   7.8539816339742E-01
  -2.2327266231577E+01   2.1517557393167E-02   1.7437807737271E+01   2.1004445294163E+07   1.0765859443867E+06   1.0765859443867E+05   2.5561061209257E+04   3.1344180833150E+00   7.8539816339744E-01
  -2.1410707161183E+01   1.7709781309883E-02   2.5705755076061E+01   3.0872444923916E+07   1.0837616970651E+07   1.0837616970651E+06   4.5582421913479E+04   3.1368364035461E+00   7.8539816339744E-01
  -2.1393228998361E+01   1.7478162822052E-02   2.6398862777156E+01   3.1698177416474E+07   5.8880679461013E+07   5.8880679461013E+06   4.7434912054691E+04   3.1372010703043E+00   7.8539816339743E-01
  -2.1342033329533E+01   1.6872035338238E-02   2.8268748979537E+01   3.3920479137632E+07   8.5222253963815E+05   8.5222253963815E+04   5.2470940963802E+04   3.1383206512952E+00   7.8539816339743E-01
  -2.0977521685261E+01   1.5641749493739E-02   3.2838886639767E+01   3.9154734555776E+07   3.5477886892487E+06   3.5477886892487E+05   6.5229018447507E+04  -3.1356133555536E+00  -2.3561944901923E+00
  -2.0866208306757E+01   1.6176600590647E-02   3.0677597323308E+01   3.6509679154178E+07   3.8170305689544E+06   3.8170305689544E+05   5.8762387150339E+04  -3.1328090325170E+00  -2.3561944901923E+00
  -2.0131389288375E+01   2.1215170060479E-02   1.7796158603819E+01   2.1101363734967E+07   9.4413626780500E+06   9.4413626780500E+05   2.5838429754137E+04  -3.1272996343918E+00  -2.3561944901923E+00
  -2.0111133455498E+01   2.0255832876209E-02   1.9524931199693E+01   2.3147979870609E+07   1.8269173079748E+06   1.8269173079748E+05   2.9691731317548E+04  -3.1276142608342E+00  -2.3561944901923E+00
  -1.9675439351405E+01   1.2959011389604E-02   4.7521969338168E+01   5.5771513934824E+07   5.0575921020844E+06   5.0575921020844E+05   1.1139393445521E+05  -3.1400777003839E+00  -2.3561944901923E+00
  -1.9422898817224E+01   1.2601257260293E-02   4.9914343931331E+01   5.7968900645480E+07   1.1279758264113E+07   1.1279758264113E+06   1.1825434800012E+05   3.1330172634753E+00   7.8539816339744E-01
  -1.7959518636052E+01   1.0206754888529E-02   7.4243604195097E+01   8.2181263997251E+07   2.5474595625609E+07   2.5474595625609E+06   2.0197720473555E+05  -3.1351077433632E+00  -2.3561944901923E+00
  -1.7574881717630E+01   1.1919988634673E-02   5.3723151977498E+01   5.7829462794367E+07   1.0835199052011E+06   1.0835199052011E+05   1.2010726923562E+05  -3.1135914250090E+00  -2.3561944901923E+00
  -1.6949976362507E+01   1.2633527175666E-02   4.7592868170979E+01   5.0756936139125E+07   1.7959438829336E+07   1.7959438829336E+06   9.8979374368928E+04  -3.1107437201124E+00  -2.3561944901923E+00
  -1.6660395370946E+01   9.1250637650049E-03   8.9914838041970E+01   9.3539799509539E+07   1.3301772493711E+07   1.3301772493711E+06   2.4891239156554E+05  -3.1281295874659E+00  -2.3561944901923E+00
  -1.6545567183635E+01   8.6215407306085E-03   1.0006283687062E+02   1.0236070963786E+08   6.1660769604865E+07   6.1660769604865E+06   2.8640051345982E+05  -3.1375093344908E+00  -2.3561944901923E+00
  -1.6343728302342E+01   8.3307949242837E-03   1.0541220631638E+02   1.0422233713066E+08   4.4643934728448E+07   4.4643934728448E+06   2.9683900244678E+05   3.1274955739965E+00   7.8539816339744E-01
  -1.6335396594509E+01   8.3317078326814E-03   1.0526057366438E+02   1.0392625448055E+08   4.4039895076517E+06   4.4039895076517E+05   2.9560232719191E+05   3.1267310489956E+00   7.8539816339744E-01
