   1.26354E+03  -7.44113E+02   0.00000E+00  -1.01525E+03   7.83372E+01  -4.62063E+01   0.00000E+00  -6.32511E+01   0.00000E+00   0.00000E+00
   1.04177E+03  -1.96557E+02   0.00000E+00  -1.01533E+03   7.97565E+01  -1.50892E+01   0.00000E+00  -7.83097E+01   0.00000E+00   0.00000E+00
   1.37712E+03  -9.26579E+02   0.00000E+00  -1.01526E+03   1.27832E+02  -8.61525E+01   0.00000E+00  -9.44344E+01   0.00000E+00   0.00000E+00
   1.22149E+03  -1.01525E+03   0.00000E+00  -6.70426E+02   8.96207E+01  -7.47228E+01   0.00000E+00  -4.94708E+01   0.00000E+00   0.00000E+00
   1.30307E+03  -1.01533E+03   0.00000E+00  -8.08152E+02   9.29913E+01  -7.26499E+01   0.00000E+00  -5.80378E+01   0.00000E+00   0.00000E+00
   1.19148E+03  -1.01528E+03   0.00000E+00  -6.02285E+02   7.29912E+01  -6.25463E+01   0.00000E+00  -3.76122E+01   0.00000E+00   0.00000E+00
   1.11922E+03  -4.45468E+02   0.00000E+00  -1.01525E+03   6.10576E+01  -2.44130E+01   0.00000E+00  -5.59557E+01   0.00000E+00   0.00000E+00
   1.18172E+03  -5.83241E+02   0.00000E+00  -1.01524E+03   6.17783E+01  -3.06767E+01   0.00000E+00  -5.36143E+01   0.00000E+00   0.00000E+00
   1.34964E+03  -8.65883E+02   0.00000E+00  -1.01523E+03   6.05716E+01  -3.91229E+01   0.00000E+00  -4.62311E+01   0.00000E+00   0.00000E+00
   1.13636E+03  -4.96522E+02   0.00000E+00  -1.01523E+03   7.33179E+01  -3.20743E+01   0.00000E+00  -6.59224E+01   0.00000E+00   0.00000E+00
