  -2.5701387174904E+01   3.2149450682823E-02   7.8441465508949E+00   9.5222519573182E+06   2.1152178368720E+06   2.1152178368720E+05   7.7882831614109E+03   3.1402728936490E+00   7.8539816339740E-01
  -2.2369970597257E+01   2.0905178735298E-02   1.8471858137331E+01   2.2254897702311E+07   1.7743912403986E+06   1.7743912403986E+05   2.7872304662816E+04   3.1350147382829E+00   7.8539816339744E-01
  -2.1582023554750E+01   2.1352112463383E-02   1.7699608705468E+01   2.1289168336509E+07   2.3059235568656E+05   2.3059235568656E+04   2.6094322053538E+04   3.1338164874492E+00   7.8539816339744E-01
  -2.0596706108405E+01   2.0768885424012E-02   1.8576234538940E+01   2.2046224383154E+07   6.2904335870342E+05   6.2904335870342E+04   2.7585947669257E+04  -3.1274617180405E+00  -2.3561944901923E+00
  -2.0175012664210E+01   2.3914978290463E-02   1.4008370105037E+01   1.6613868087817E+07   2.4226917917652E+06   2.4226917917652E+05   1.8051411429828E+04  -3.1267147482061E+00  -2.3561944901923E+00
  -2.0054722499274E+01   1.8189253922401E-02   2.4222721021973E+01   2.8702566410481E+07   4.1762081554488E+05   4.1762081554488E+04   4.1014871204979E+04  -3.1286318307612E+00  -2.3561944901923E+00
  -1.8178487735021E+01   1.0855222673754E-02   6.6188833647659E+01   7.4627852701663E+07   1.3463941733287E+08   1.3463941733287E+07   1.7390305802767E+05   3.1352448711460E+00   7.8539816339744E-01
  -1.8093440270630E+01   1.0477869606831E-02   7.0881792602379E+01   7.9384491841513E+07   1.7751166901764E+07   1.7751166901764E+06   1.9121684996201E+05   3.1400387526502E+00   7.8539816339741E-01
  -1.7949310801603E+01   1.0207834448146E-02   7.4283662140927E+01   8.2150563042017E+07   1.8564410010084E+06   1.8564410010084E+05   2.0203205294721E+05  -3.1344832626796E+00  -2.3561944901923E+00
  -1.7763896935916E+01   1.0518291725113E-02   6.9421652165929E+01   7.5581659197211E+07   1.5608164508492E+06   1.5608164508492E+05   1.7899437657940E+05  -3.1233490408838E+00  -2.3561944901923E+00
  -1.7574881717630E+01   1.1919988634673E-02   5.3723151977498E+01   5.7829462794367E+07   3.2668215647937E+07   3.2668215647937E+06   1.2010726923562E+05  -3.1135914250090E+00  -2.3561944901923E+00
  -1.6868136110910E+01   1.1103741120664E-02   6.1393723971523E+01   6.5194663977310E+07   5.3610107713680E+06   5.3610107713680E+05   1.4414121048025E+05  -3.1145651557445E+00  -2.3561944901923E+00
  -1.6764274713068E+01   9.9116655266229E-03   7.7045150641981E+01   8.1121469152434E+07   6.9248767366843E+05   2.0774630210053E+05   2.0091416774896E+05  -3.1207103446346E+00  -2.3561944901923E+00
  -1.6651301913915E+01   9.0934570312982E-03   9.0883722669478E+01   9.4433429777843E+07   1.0401356622549E+08   1.0401356622549E+07   2.5311838955625E+05  -3.1288318517911E+00  -2.3561944901923E+00
