   1.5197568389058E-05  -2.8110059213026E-15   0.0000000000000E+00  -1.5197483957888E-05   3.0000000000000E+02  -1.1097855051223E-07   0.0000000000000E+00  -2.9999833332870E+02   0.0000000000000E+00   0.0000000000000E+00   0.0000000000000E+00
   2.7017589026831E-02  -2.1026399033547E-05   0.0000000000000E+00  -2.7017424203838E-02   3.0000040847170E+02  -6.9905822102416E-01   0.0000000000000E+00  -2.9999792732749E+02   3.0337147476625E-02   0.0000000000000E+00   0.0000000000000E+00
   4.4813969862147E-02  -9.5928967236337E-05   0.0000000000000E+00  -4.4813536118797E-02   3.0000308942260E+02  -1.9240686254299E+00   0.0000000000000E+00  -2.9999525266748E+02   5.0313421248939E-02   0.0000000000000E+00   0.0000000000000E+00
   5.9544908944830E-02  -2.2490583429829E-04   0.0000000000000E+00  -5.9543813956267E-02   3.0000960984033E+02  -3.3942749542215E+00   0.0000000000000E+00  -2.9998874127888E+02   6.6726192943536E-02   0.0000000000000E+00   0.0000000000000E+00
   7.2653767069819E-02  -4.0824346266922E-04   0.0000000000000E+00  -7.2651300531188E-02   3.0002124458493E+02  -5.0473671038256E+00   0.0000000000000E+00  -2.9997711794004E+02   8.1214834217876E-02   0.0000000000000E+00   0.0000000000000E+00
   8.4677989026429E-02  -6.4577108535464E-04   0.0000000000000E+00  -8.4673091352054E-02   3.0003908574826E+02  -6.8466888781802E+00   0.0000000000000E+00  -2.9995929028462E+02   9.4385978111336E-02   0.0000000000000E+00   0.0000000000000E+00
   9.5919978522942E-02  -9.3771619490241E-04   0.0000000000000E+00  -9.5911207676173E-02   3.0006414571791E+02  -8.7715312251404E+00   0.0000000000000E+00  -2.9993424576961E+02   1.0657420923103E-01   0.0000000000000E+00   0.0000000000000E+00
   1.0655314390561E-01  -1.2840484208446E-03   0.0000000000000E+00  -1.0653865193138E-01   3.0009733841987E+02  -1.0805579430344E+01   0.0000000000000E+00  -2.9990107032131E+02   1.1798810755571E-01   0.0000000000000E+00   0.0000000000000E+00
   1.1670132522706E-01  -1.6850504145829E-03   0.0000000000000E+00  -1.1667882967591E-01   3.0013954463098E+02  -1.2938179674562E+01   0.0000000000000E+00  -2.9985888307335E+02   1.2875452162479E-01   0.0000000000000E+00   0.0000000000000E+00
   1.2514926987793E-01  -2.0797335950366E-03   0.0000000000000E+00  -1.2511742452538E-01   1.5010327847145E+02  -7.7909485468741E+00   0.0000000000000E+00  -1.4989761615388E+02   6.8818758165155E-02   0.0000000000000E+00   0.0000000000000E+00
   1.3186627524283E-01  -2.4642135896571E-03   0.0000000000000E+00  -1.3182323542780E-01   1.5014953585679E+02  -9.4046206197047E+00   0.0000000000000E+00  -1.4985138047082E+02   7.2308118349784E-02   0.0000000000000E+00   0.0000000000000E+00
   1.3842038127568E-01  -2.9104887867780E-03   0.0000000000000E+00  -1.3836195145030E-01   1.5020582913743E+02  -1.1055141823242E+01   0.0000000000000E+00  -1.4979510988724E+02   7.5681457416815E-02   0.0000000000000E+00   0.0000000000000E+00
   1.4483911767660E-01  -3.4187063827708E-03   0.0000000000000E+00  -1.4476036007553E-01   1.5027280625356E+02  -1.2743447238418E+01   0.0000000000000E+00  -1.4972815650973E+02   7.8953492902222E-02   0.0000000000000E+00   0.0000000000000E+00
   1.5112533002440E-01  -3.9875071259929E-03   0.0000000000000E+00  -1.5102061169789E-01   1.5035088426763E+02  -1.4464958441500E+01   0.0000000000000E+00  -1.4965010316516E+02   8.2126161096322E-02   0.0000000000000E+00   0.0000000000000E+00
   1.5730123468065E-01  -4.6174288527633E-03   0.0000000000000E+00  -1.5716413489571E-01   1.5044070479737E+02  -1.6220969280102E+01   0.0000000000000E+00  -1.4956030828915E+02   8.5211109862676E-02   0.0000000000000E+00   0.0000000000000E+00
   1.6337199401028E-01  -5.3077197820542E-03   0.0000000000000E+00  -1.6319535007533E-01   1.5054270666853E+02  -1.8008698761397E+01   0.0000000000000E+00  -1.4945833298953E+02   8.8211265864678E-02   0.0000000000000E+00   0.0000000000000E+00
   1.6934255931965E-01  -6.0575940475496E-03   0.0000000000000E+00  -1.6911846872413E-01   1.5065728888664E+02  -1.9825604870113E+01   0.0000000000000E+00  -1.4934377819717E+02   9.1129455984180E-02   0.0000000000000E+00   0.0000000000000E+00
   1.7522692437636E-01  -6.8675740363348E-03   0.0000000000000E+00  -1.7494665258197E-01   1.5078502649006E+02  -2.1672309395830E+01   0.0000000000000E+00  -1.4921606890365E+02   9.3972847860029E-02   0.0000000000000E+00   0.0000000000000E+00
   1.8102941779570E-01  -7.7371486235455E-03   0.0000000000000E+00  -1.8068345109410E-01   1.5092631716253E+02  -2.3546868544888E+01   0.0000000000000E+00  -1.4907480737527E+02   9.6745247569683E-02   0.0000000000000E+00   0.0000000000000E+00
   1.8675419260260E-01  -8.6658040006922E-03   0.0000000000000E+00  -1.8633223643190E-01   1.5108153205283E+02  -2.5447502567899E+01   0.0000000000000E+00  -1.4891962241588E+02   9.9446000936558E-02   0.0000000000000E+00   0.0000000000000E+00
   1.9241120139373E-01  -9.6541105981698E-03   0.0000000000000E+00  -1.9190208065188E-01   1.5125120586077E+02  -2.7374640066041E+01   0.0000000000000E+00  -1.4874997934653E+02   1.0208151763781E-01   0.0000000000000E+00   0.0000000000000E+00
   1.9800124280960E-01  -1.0701208744593E-02   0.0000000000000E+00  -1.9739301420906E-01   1.5143561340412E+02  -2.9325867925841E+01   0.0000000000000E+00  -1.4856560327841E+02   1.0465238836233E-01   0.0000000000000E+00   0.0000000000000E+00
   2.0353095799750E-01  -1.1807339667967E-02   0.0000000000000E+00  -2.0281080526306E-01   1.5163520090238E+02  -3.1300957762220E+01   0.0000000000000E+00  -1.4836604798899E+02   1.0716188764374E-01   0.0000000000000E+00   0.0000000000000E+00
   2.0900387117339E-01  -1.2972264694110E-02   0.0000000000000E+00  -2.0815814055947E-01   1.5185031507689E+02  -3.3298787480216E+01   0.0000000000000E+00  -1.4815096672414E+02   1.0961180709206E-01   0.0000000000000E+00   0.0000000000000E+00
   2.1442627372866E-01  -1.4196443013183E-02   0.0000000000000E+00  -2.1344038728709E-01   1.5208141819916E+02  -3.5319424804552E+01   0.0000000000000E+00  -1.4791989721786E+02   1.1200512449624E-01   0.0000000000000E+00   0.0000000000000E+00
   2.1980146197262E-01  -1.5479807490367E-02   0.0000000000000E+00  -2.1865996039597E-01   1.5232886410826E+02  -3.7362010595469E+01   0.0000000000000E+00  -1.4767248560506E+02   1.1434342272562E-01   0.0000000000000E+00   0.0000000000000E+00
   2.2512984458020E-01  -1.6821606365725E-02   0.0000000000000E+00  -2.2381646914116E-01   1.5259285640965E+02  -3.9424683074066E+01   0.0000000000000E+00  -1.4740852821925E+02   1.1662702601732E-01   0.0000000000000E+00   0.0000000000000E+00
   2.3041462128769E-01  -1.8221762476506E-02   0.0000000000000E+00  -2.2891223188301E-01   1.5287371101508E+02  -4.1506731106801E+01   0.0000000000000E+00  -1.4712770912493E+02   1.1885746895807E-01   0.0000000000000E+00   0.0000000000000E+00
   2.3565891973236E-01  -1.9680247186372E-02   0.0000000000000E+00  -2.3394948133077E-01   1.5317174051462E+02  -4.3607530045399E+01   0.0000000000000E+00  -1.4682971571048E+02   1.2103622262840E-01   0.0000000000000E+00   0.0000000000000E+00
   2.4087128358438E-01  -2.1198716780542E-02   0.0000000000000E+00  -2.3893560186976E-01   1.5348759867653E+02  -4.5728784528943E+01   0.0000000000000E+00  -1.4651389426601E+02   1.2316691861705E-01   0.0000000000000E+00   0.0000000000000E+00
   2.4605186967212E-01  -2.2776581099539E-02   0.0000000000000E+00  -2.4386989469884E-01   1.5382147181443E+02  -4.7868943066193E+01   0.0000000000000E+00  -1.4618005842413E+02   1.2524966027935E-01   0.0000000000000E+00   0.0000000000000E+00
   2.5119549323822E-01  -2.4411440617539E-02   0.0000000000000E+00  -2.4874663031317E-01   1.5417313349691E+02  -5.0024222020347E+01   0.0000000000000E+00  -1.4582843448215E+02   1.2728249645864E-01   0.0000000000000E+00   0.0000000000000E+00
   2.5631585727346E-01  -2.6106919506922E-02   0.0000000000000E+00  -2.5357798055437E-01   1.5454363944609E+02  -5.2198815784322E+01   0.0000000000000E+00  -1.4545796686314E+02   1.2927093024950E-01   0.0000000000000E+00   0.0000000000000E+00
   2.6140506038635E-01  -2.7859707944255E-02   0.0000000000000E+00  -2.5835565858239E-01   1.5493253309012E+02  -5.4387889857267E+01   0.0000000000000E+00  -1.4506911196597E+02   1.3121196173734E-01   0.0000000000000E+00   0.0000000000000E+00
